student_id,grade,gender,sleep_hours,sleep_quality,homework_hours,tests_per_week,extracurricular_hours,num_activities,screen_time_hours,commute_minutes,family_support,friend_support,teacher_support,self_rated_stress,burnout_score,high_burnout
887,10,Female,9.2,4,2.6,4,5.2,3,2.5,31.0,3,3,2.0,3,3,0
888,9,Male,7.2,5,3.4,4,4.6,2,6.4,10.0,3,5,3.0,3,3,0
889,9,Female,8.6,4,3.2,0,4.9,1,2.2,2.0,4,4,3.0,2,3,0
890,11,Female,8.6,4,4.0,3,6.3,1,2.5,27.0,3,4,3.0,3,3,0
891,10,Female,7.5,2,2.9,2,9.7,0,4.1,21.0,5,5,2.0,4,4,1
892,12,Nonbinary,7.0,5,2.9,1,7.6,1,6.3,43.0,4,2,2.0,3,4,1
893,9,Male,8.2,3,2.8,0,10.3,1,2.0,25.0,3,4,5.0,4,3,0
894,9,Male,8.8,5,2.8,2,10.2,0,4.9,34.0,2,3,3.0,2,2,0
895,11,Nonbinary,7.7,3,2.6,4,6.8,0,4.1,30.0,4,3,1.0,3,4,1
896,12,Female,8.5,4,2.8,4,7.5,2,3.0,37.0,3,3,4.0,4,4,1
897,10,Male,7.4,4,3.5,2,10.4,4,6.1,9.0,5,3,2.0,2,3,0
898,9,Female,6.7,3,3.7,3,1.6,4,3.5,25.0,4,2,3.0,3,4,1
899,9,Male,10.4,5,1.3,1,16.0,3,6.2,20.0,4,4,3.0,1,2,0
900,10,Female,7.3,3,2.1,3,3.9,1,4.1,32.0,4,4,4.0,4,3,0
901,10,Female,7.3,4,2.8,1,4.6,4,4.7,26.0,5,3,3.0,2,3,0
902,9,Male,8.1,3,2.5,1,1.2,1,6.4,13.0,1,4,3.0,3,3,0
903,9,Female,8.3,4,1.5,1,1.3,4,4.1,17.0,2,4,4.0,3,3,0
904,10,Nonbinary,7.5,3,4.3,1,9.9,4,6.2,47.0,5,3,1.0,1,3,0
905,12,Female,7.4,4,3.6,1,15.1,0,1.2,,5,5,2.0,3,3,0
906,11,Male,7.7,3,3.3,1,3.7,5,3.5,33.0,2,5,2.0,3,3,0
907,10,Male,8.1,4,4.2,1,7.4,3,4.6,41.0,2,5,2.0,4,4,1
908,9,Female,5.6,3,1.6,1,6.9,0,7.2,31.0,4,3,3.0,4,4,1
909,9,Male,10.3,4,1.9,2,10.0,1,3.9,52.0,4,4,3.0,2,3,0
910,10,Male,7.8,4,1.1,2,14.9,5,5.2,36.0,4,3,4.0,2,3,0
911,11,Male,8.3,4,2.6,1,12.1,3,5.5,28.0,4,3,3.0,4,3,0
912,12,Female,5.9,3,1.7,1,5.0,1,6.0,15.0,2,3,3.0,3,5,1
913,12,Male,6.9,3,3.9,3,8.1,4,1.2,28.0,3,5,3.0,3,3,0
914,12,Male,6.7,3,3.6,2,8.5,1,7.1,32.0,3,3,2.0,4,5,1
915,12,Female,9.1,5,2.9,1,5.9,2,2.0,22.0,3,3,4.0,2,2,0
916,12,Female,6.8,4,3.1,0,1.6,1,5.2,11.0,2,2,4.0,3,4,1
917,9,Female,9.0,4,2.8,1,2.8,5,3.7,4.0,4,4,2.0,4,2,0
918,9,Male,7.5,4,0.9,2,10.6,1,4.4,25.0,4,3,5.0,1,2,0
919,10,Female,7.5,2,2.6,0,11.0,1,2.5,2.0,3,5,3.0,3,3,0
920,11,Male,7.4,1,3.5,0,5.2,5,1.3,15.0,3,2,2.0,2,4,1
921,9,Nonbinary,9.6,4,0.2,0,7.0,4,1.4,2.0,3,4,4.0,2,2,0
922,12,Female,5.4,2,3.9,2,10.8,2,6.9,34.0,3,2,4.0,4,5,1
923,11,Female,6.3,3,1.1,0,0.0,3,2.7,39.0,4,3,3.0,1,3,0
924,11,Male,5.6,3,2.7,2,4.2,3,4.0,23.0,4,3,3.0,4,4,1
925,9,Female,7.0,4,0.8,2,14.1,3,5.3,49.0,5,3,4.0,2,2,0
926,9,Male,7.3,3,3.4,4,7.2,6,2.8,42.0,5,3,3.0,2,4,1
927,9,Male,6.4,4,0.8,3,1.5,0,4.1,29.0,3,5,3.0,2,3,0
928,12,Male,6.6,3,1.5,2,6.5,4,5.0,20.0,5,5,5.0,3,2,0
929,11,Female,5.5,3,2.9,1,10.1,2,6.0,17.0,5,4,2.0,2,4,1
930,11,Male,6.6,3,2.4,2,0.0,3,3.2,30.0,3,3,3.0,3,3,0
931,10,Male,9.3,5,0.9,2,6.7,2,3.4,20.0,4,4,4.0,3,1,0
932,10,Female,8.4,4,2.9,1,4.5,0,4.4,30.0,2,3,4.0,3,3,0
933,10,Male,8.2,5,0.4,2,0.0,3,1.8,31.0,4,5,4.0,1,2,0
934,11,Male,6.6,3,1.8,1,6.3,3,5.2,19.0,5,4,2.0,3,4,1
935,12,Male,5.8,4,2.6,0,5.5,3,4.2,38.0,5,2,4.0,2,3,0
936,9,Female,6.9,3,2.8,1,5.9,3,4.9,19.0,3,5,3.0,3,4,1
937,12,Female,7.4,3,4.5,1,4.6,2,5.5,22.0,4,5,5.0,3,3,0
938,9,Female,9.2,4,3.1,2,1.9,1,3.0,7.0,4,5,4.0,2,1,0
939,12,Female,8.4,4,3.0,1,0.2,2,5.2,18.0,5,3,3.0,3,3,0
940,9,Female,8.9,2,0.0,1,3.2,4,4.7,54.0,3,4,,1,2,0
941,9,Nonbinary,7.4,1,2.4,4,9.4,2,5.8,8.0,5,3,3.0,2,4,1
942,12,Female,7.5,5,4.7,2,6.9,3,4.9,29.0,3,4,4.0,3,4,1
943,9,Male,7.8,5,3.2,0,5.7,0,5.9,15.0,2,4,2.0,2,3,0
944,10,Female,7.7,5,2.9,2,1.8,3,4.8,2.0,3,3,5.0,4,3,0
945,10,Female,10.2,4,1.2,2,4.5,2,0.5,30.0,3,4,2.0,2,2,0
946,9,Female,6.3,2,1.5,2,8.9,0,3.8,14.0,4,4,3.0,3,4,1
947,11,Female,7.4,3,4.7,1,8.0,1,,27.0,2,3,2.0,4,5,1
948,12,Male,8.8,4,1.8,3,4.1,5,3.4,,4,5,3.0,2,3,0
949,12,Male,5.8,2,2.1,3,0.0,4,5.9,26.0,4,3,4.0,4,5,1
950,10,Male,7.2,5,3.3,2,3.3,4,3.2,27.0,5,4,1.0,1,3,0
951,11,Female,7.1,5,2.4,0,4.1,3,7.8,9.0,4,2,3.0,3,3,0
952,9,Male,8.0,4,0.8,0,2.4,3,3.8,33.0,5,4,2.0,1,2,0
953,9,Female,6.4,3,3.5,1,4.3,2,4.9,19.0,3,3,3.0,4,4,1
954,9,Male,8.9,3,2.5,0,9.3,2,2.4,2.0,4,5,2.0,2,3,0
955,12,Male,8.2,5,2.8,2,5.9,5,2.3,34.0,1,3,3.0,4,4,1
956,12,Female,8.0,4,2.1,0,10.0,1,3.8,39.0,3,4,3.0,3,3,0
957,12,Female,6.5,3,5.2,1,0.0,1,4.9,44.0,4,2,4.0,2,4,1
958,10,Female,8.0,4,2.4,1,4.8,2,3.9,55.0,4,4,4.0,3,2,0
959,10,Female,7.0,3,3.8,2,0.0,7,7.2,34.0,2,4,,3,4,1
960,10,Male,7.6,4,3.3,3,4.3,3,4.0,30.0,3,4,4.0,3,4,1
961,11,Male,10.1,3,2.3,3,1.8,4,2.6,38.0,3,3,5.0,4,2,0
962,10,Male,8.1,5,1.9,1,11.1,0,5.2,9.0,3,3,2.0,3,3,0
963,9,Female,6.9,3,3.4,0,7.6,1,4.4,2.0,4,3,5.0,3,3,0
964,9,Male,8.4,5,3.5,1,10.1,0,4.6,15.0,3,4,3.0,3,2,0
965,12,Female,6.0,3,1.3,1,4.3,5,3.2,41.0,4,4,2.0,3,3,0
966,10,Male,6.6,3,2.9,1,1.9,0,2.8,12.0,3,4,3.0,3,3,0
967,12,Female,6.3,2,3.1,4,1.8,2,5.2,29.0,5,3,3.0,3,3,0
968,9,Female,7.7,4,1.0,0,7.1,3,3.8,31.0,5,5,2.0,2,3,0
969,11,Male,8.7,3,3.1,1,13.2,1,2.3,26.0,3,4,2.0,2,3,0
970,9,Female,8.8,3,0.7,4,7.6,5,3.7,3.0,5,3,5.0,2,2,0
971,9,Female,8.8,4,1.5,1,4.5,1,3.9,27.0,3,4,3.0,3,3,0
972,9,Male,7.0,3,1.2,1,5.2,0,3.5,16.0,5,4,5.0,2,2,0
973,9,Female,7.6,2,1.5,3,5.9,2,3.4,48.0,3,4,3.0,4,4,1
974,12,Male,7.7,3,3.1,1,14.1,0,4.5,39.0,4,3,2.0,3,4,1
975,10,Male,7.3,4,1.4,1,10.9,1,2.8,16.0,4,5,2.0,3,3,0
976,11,Male,7.4,3,4.4,4,7.0,1,3.4,48.0,3,5,4.0,4,4,1
977,10,Male,8.4,4,2.9,1,6.4,2,4.6,27.0,3,2,4.0,4,3,0
978,10,Male,7.6,4,4.2,2,7.2,1,4.2,2.0,5,5,3.0,4,3,0
979,11,Male,7.9,4,2.6,1,8.0,2,3.3,21.0,3,4,2.0,1,2,0
980,9,Male,10.0,3,1.5,0,4.3,4,1.4,47.0,4,4,4.0,2,2,0
981,12,Male,7.3,3,5.0,4,2.6,2,2.8,10.0,4,5,3.0,4,3,0
982,12,Female,8.7,5,2.6,2,10.1,2,3.4,21.0,4,1,3.0,2,3,0
983,11,Female,8.3,3,2.6,1,6.1,1,7.1,2.0,2,4,3.0,2,3,0
984,10,Male,6.3,3,3.1,2,9.8,2,5.9,4.0,4,5,3.0,3,3,0
985,9,Female,7.0,2,0.8,3,12.6,0,2.5,9.0,4,3,4.0,2,3,0
986,12,Female,6.5,4,3.9,3,8.1,4,6.0,4.0,5,2,2.0,3,5,1
987,10,Female,7.0,3,3.0,0,7.4,1,3.4,13.0,4,5,3.0,3,3,0
988,9,Male,8.1,3,3.3,3,18.8,2,3.9,48.0,4,2,4.0,3,3,0
989,10,Female,8.6,4,3.3,1,6.8,2,2.7,21.0,4,4,3.0,2,3,0
990,12,Male,8.8,3,4.5,3,1.6,3,6.8,34.0,3,5,4.0,3,4,1
991,11,Male,8.0,3,2.7,1,4.9,0,2.2,38.0,5,4,5.0,2,2,0
992,11,Male,7.2,2,1.9,1,12.2,3,5.0,5.0,3,4,4.0,3,3,0
993,12,Female,5.2,2,5.3,0,0.8,2,4.6,10.0,3,3,3.0,4,5,1
994,9,Male,8.3,5,0.5,2,3.0,1,5.0,33.0,5,4,3.0,3,2,0
995,12,Male,7.5,3,1.8,2,10.4,1,4.8,12.0,4,3,4.0,2,3,0
996,10,Female,8.2,4,3.0,1,4.9,4,5.9,32.0,3,3,3.0,3,3,0
997,11,Male,10.0,3,4.4,4,5.6,2,3.9,,4,4,3.0,4,3,0
998,9,Female,9.6,5,2.2,1,10.3,6,1.9,2.0,4,2,3.0,1,3,0
999,12,Male,8.3,3,4.2,4,3.1,3,8.5,17.0,3,4,5.0,4,3,0
1000,10,Female,6.9,3,0.4,0,0.1,5,5.5,19.0,5,1,3.0,1,3,0
1001,9,Male,7.6,4,1.5,2,0.4,1,3.4,14.0,2,4,4.0,3,4,1
1002,10,Male,7.8,5,0.5,2,8.3,0,4.4,13.0,4,4,2.0,2,3,0
1003,9,Female,7.3,4,2.8,1,7.0,3,5.4,15.0,4,3,5.0,3,2,0
1004,9,Male,8.8,3,0.5,2,3.2,2,4.5,22.0,4,3,3.0,3,2,0
1005,11,Female,8.1,4,1.5,3,1.4,3,4.7,24.0,1,3,3.0,3,3,0
1006,10,Male,6.8,5,2.9,0,4.9,2,6.3,36.0,3,4,1.0,4,4,1
1007,12,Male,8.8,3,4.3,2,10.5,3,4.9,22.0,2,4,4.0,3,4,1
1008,10,Female,8.1,3,2.2,1,2.7,1,2.6,39.0,5,3,5.0,1,2,0
1009,11,Female,5.8,3,3.4,3,3.3,3,8.7,13.0,3,4,2.0,4,5,1
1010,10,Male,7.9,3,2.9,3,1.2,2,7.2,4.0,5,4,4.0,2,2,0
1011,11,Female,8.0,3,2.6,2,4.5,6,5.3,17.0,2,4,2.0,2,3,0
1012,11,Male,8.8,3,1.7,1,7.4,3,3.6,29.0,4,3,,2,2,0
1013,10,Male,7.6,5,3.0,0,14.5,1,4.3,35.0,4,4,3.0,3,3,0
1014,12,Male,8.4,3,3.8,3,6.9,2,3.2,44.0,5,5,5.0,3,2,0
1015,10,Female,8.2,4,3.3,3,5.8,5,3.6,26.0,5,4,3.0,4,3,0
1016,9,Male,6.8,4,2.3,2,9.5,1,1.2,33.0,5,4,4.0,3,2,0
1017,11,Male,6.1,3,1.6,4,8.8,4,7.6,43.0,5,5,4.0,3,4,1
1018,12,Female,8.7,3,3.9,2,3.7,3,5.5,10.0,4,4,3.0,2,3,0
1019,9,Female,9.5,3,2.0,1,15.2,4,0.5,19.0,4,3,3.0,3,3,0
1020,10,Female,8.3,4,1.9,1,5.9,2,5.2,64.0,3,3,2.0,3,3,0
1021,12,Female,9.1,3,2.9,2,6.9,1,3.3,35.0,4,4,3.0,2,3,0
1022,11,Male,8.9,4,2.1,1,8.2,2,3.1,30.0,1,2,5.0,2,4,1
1023,12,Female,8.2,3,4.1,3,7.4,3,4.7,35.0,4,3,4.0,3,5,1
1024,11,Male,6.7,4,1.4,4,12.1,5,2.0,2.0,4,4,2.0,3,3,0
1025,11,Female,9.6,4,1.8,1,3.6,2,3.0,12.0,3,5,5.0,1,2,0
1026,10,Female,8.5,4,2.1,0,9.1,2,3.8,7.0,2,2,4.0,1,3,0
1027,12,Female,7.0,5,4.8,1,6.7,2,4.7,28.0,3,4,4.0,4,4,1
1028,10,Male,7.2,3,3.5,3,9.9,2,2.3,16.0,2,4,4.0,3,4,1
1029,11,Male,8.0,3,1.2,0,5.1,3,4.7,23.0,5,4,4.0,2,3,0
1030,10,Female,6.1,3,3.8,2,4.6,1,6.8,17.0,3,4,1.0,5,4,1
1031,11,Male,8.5,4,4.1,2,8.9,2,4.4,2.0,2,4,4.0,3,3,0
1032,11,Female,6.7,3,1.6,3,7.4,0,4.4,35.0,3,5,1.0,2,4,1
1033,10,Female,8.4,3,0.0,1,2.7,2,8.1,2.0,4,5,4.0,1,2,0
1034,12,Female,6.9,2,3.1,2,11.4,1,3.2,11.0,4,5,3.0,3,4,1
1035,10,Nonbinary,7.7,3,3.5,1,8.9,3,5.4,2.0,3,4,4.0,3,3,0
1036,11,Male,6.9,4,4.4,2,5.7,2,5.0,9.0,3,3,3.0,4,4,1
1037,10,Male,7.8,4,1.5,3,4.1,1,7.3,25.0,3,3,4.0,3,3,0
1038,10,Female,10.0,5,4.2,3,7.5,2,3.4,41.0,3,3,3.0,3,2,0
1039,10,Female,9.5,5,0.2,2,8.6,2,4.1,2.0,2,4,3.0,3,2,0
1040,9,Male,8.6,4,1.6,2,0.0,1,4.4,14.0,4,4,4.0,2,2,0
1041,9,Female,8.2,5,1.6,3,7.5,0,2.2,2.0,2,4,5.0,3,3,0
1042,11,Male,8.6,4,4.0,1,8.6,3,2.2,13.0,5,3,4.0,3,3,0
1043,11,Male,8.9,5,4.1,2,0.0,3,3.0,23.0,5,3,2.0,1,3,0
1044,11,Female,6.8,5,3.8,2,6.8,3,6.3,34.0,3,5,3.0,4,4,1
1045,9,Male,8.1,4,0.6,1,8.8,5,4.3,2.0,3,3,,2,3,0
1046,10,Male,5.9,4,3.3,0,8.3,4,4.9,30.0,3,5,4.0,2,4,1
1047,9,Female,9.4,4,2.5,0,9.2,1,,7.0,4,4,2.0,2,2,0
1048,12,Male,9.7,4,1.5,2,4.7,1,0.5,4.0,4,3,5.0,2,2,0
1049,12,Male,7.5,3,1.1,1,1.8,0,2.2,23.0,4,3,3.0,2,3,0
1050,9,Female,5.9,4,3.0,1,0.0,3,1.3,31.0,4,3,4.0,3,4,1
1051,11,Male,8.4,3,2.6,0,10.4,0,5.7,20.0,5,4,2.0,3,3,0
1052,9,Female,7.2,3,0.7,0,8.8,3,4.3,,4,3,4.0,2,2,0
1053,10,Male,7.2,2,2.2,3,10.7,1,6.0,20.0,2,5,3.0,3,4,1
1054,9,Male,8.9,5,2.4,3,3.1,1,3.3,11.0,2,4,2.0,3,3,0
1055,10,Male,8.2,4,2.3,6,9.2,1,5.5,31.0,5,4,3.0,2,3,0
1056,11,Male,7.2,4,1.2,0,0.0,2,4.3,38.0,4,4,5.0,2,1,0
1057,12,Male,6.7,4,5.1,1,2.5,5,5.4,37.0,4,5,4.0,3,4,1
1058,9,Female,8.3,4,3.0,1,6.5,2,4.2,22.0,4,3,2.0,2,3,0
1059,11,Female,7.2,5,2.5,1,8.7,3,5.0,39.0,4,4,3.0,2,3,0
1060,11,Female,6.5,2,2.5,2,12.7,1,7.6,,4,2,5.0,3,5,1
1061,12,Male,7.1,5,3.6,4,5.0,5,1.9,49.0,3,4,3.0,4,3,0
1062,11,Female,8.1,5,1.7,0,2.5,0,3.8,7.0,5,5,4.0,3,2,0
1063,9,Female,8.0,4,2.3,2,2.3,0,4.3,2.0,3,4,4.0,2,2,0
1064,11,Male,6.1,4,1.5,2,3.2,2,5.2,42.0,3,5,1.0,3,4,1
1065,10,Female,9.0,3,2.3,1,14.9,3,2.8,11.0,2,4,4.0,3,3,0
1066,12,Female,4.4,3,2.0,0,9.0,1,5.3,24.0,3,3,2.0,4,4,1
1067,10,Female,7.5,5,1.3,5,10.5,3,6.7,7.0,5,4,3.0,2,3,0
1068,11,Female,7.0,2,4.4,1,5.0,1,4.5,57.0,3,2,5.0,3,3,0
1069,9,Male,8.4,4,2.1,2,6.0,1,7.7,49.0,2,3,5.0,3,3,0
1070,10,Female,8.6,4,2.6,1,8.8,1,4.5,45.0,4,3,4.0,1,2,0
1071,12,Female,8.7,5,1.2,4,4.0,3,3.1,23.0,3,4,4.0,3,2,0
1072,11,Male,6.9,2,2.2,3,4.8,2,5.5,37.0,5,4,4.0,3,3,0
1073,10,Male,8.6,5,2.9,0,3.3,1,3.8,21.0,5,5,5.0,2,2,0
1074,12,Male,7.7,3,3.4,2,4.2,2,6.3,39.0,2,4,5.0,2,5,1
1075,12,Male,5.6,3,1.0,1,6.2,0,3.6,16.0,3,3,3.0,4,3,0
1076,10,Male,10.0,3,2.6,3,2.7,2,0.5,46.0,3,5,2.0,2,3,0
1077,11,Female,6.1,2,3.2,2,7.1,1,5.7,15.0,2,1,3.0,4,5,1
1078,10,Male,8.4,4,3.7,1,7.1,3,5.1,17.0,4,4,3.0,2,3,0
1079,11,Male,8.1,3,2.1,0,5.3,4,4.4,15.0,4,4,3.0,1,2,0
1080,10,Female,8.3,4,0.2,0,2.7,1,4.9,25.0,4,4,2.0,2,2,0
1081,9,Female,7.7,3,1.0,0,6.4,1,5.0,16.0,3,4,4.0,3,3,0
1082,12,Female,8.4,3,2.1,5,4.0,3,1.4,29.0,1,4,2.0,3,4,1
1083,12,Male,5.7,3,3.9,4,6.2,0,5.8,15.0,3,4,3.0,4,5,1
1084,12,Male,7.4,4,0.5,3,10.4,4,6.5,34.0,4,3,3.0,1,3,0
1085,12,Male,6.8,3,2.8,3,1.0,2,5.0,45.0,2,2,3.0,3,5,1
1086,11,Female,7.0,3,4.2,0,14.7,2,,23.0,5,4,4.0,3,3,0
1087,11,Female,8.2,4,2.8,1,5.7,0,3.3,55.0,3,3,4.0,3,2,0
1088,11,Female,8.9,5,3.7,1,7.6,2,4.4,39.0,4,3,5.0,1,2,0
1089,10,Male,7.6,3,0.8,2,3.0,3,7.1,54.0,3,5,3.0,3,2,0
1090,10,Male,8.8,3,0.8,1,10.6,1,0.5,21.0,2,5,3.0,2,3,0
1091,9,Male,8.3,4,3.4,1,5.5,2,4.4,2.0,4,5,3.0,3,2,0
1092,11,Male,6.7,4,2.9,1,4.4,2,3.3,11.0,3,5,3.0,4,4,1
1093,10,Male,7.7,2,2.5,1,3.7,1,5.0,13.0,3,4,2.0,3,4,1
1094,9,Male,7.9,3,0.9,3,4.9,1,5.0,8.0,1,5,2.0,4,3,0
1095,11,Female,6.9,3,2.9,3,7.7,2,4.3,2.0,5,4,3.0,2,2,0
1096,10,Female,8.4,4,1.3,1,6.7,2,4.8,37.0,4,5,2.0,2,2,0
1097,9,Female,8.5,3,3.2,0,5.8,1,5.5,2.0,5,3,3.0,1,2,0
1098,12,Female,5.7,4,5.9,2,3.2,1,5.1,36.0,4,4,3.0,4,5,1
1099,12,Female,5.6,2,3.7,2,2.9,4,3.3,55.0,5,3,3.0,4,4,1
1100,9,Female,8.7,3,1.4,1,4.2,2,5.9,10.0,3,4,4.0,3,2,0
1101,9,Male,7.3,3,0.0,2,7.8,3,5.7,28.0,2,2,,2,4,1
1102,10,Female,8.3,4,0.7,2,8.6,0,4.7,16.0,4,3,4.0,1,2,0
1103,12,Male,8.3,3,4.8,0,9.2,0,2.7,34.0,4,3,3.0,3,4,1
1104,12,Male,6.1,3,2.2,2,6.0,2,6.7,4.0,3,4,3.0,3,4,1
1105,9,Male,6.6,3,1.6,3,7.5,2,8.1,20.0,4,4,4.0,2,5,1
1106,12,Male,9.3,4,3.9,1,5.3,1,3.0,39.0,4,5,,3,2,0
1107,9,Female,8.6,4,3.5,1,0.0,2,3.8,21.0,4,4,2.0,3,3,0
1108,10,Male,7.5,3,2.2,0,5.1,2,2.6,2.0,3,4,3.0,3,2,0
1109,12,Female,6.4,4,2.8,0,4.5,3,3.8,41.0,5,4,1.0,2,4,1
1110,9,Male,7.6,4,2.1,1,1.8,1,2.5,3.0,4,4,4.0,3,2,0
1111,9,Female,6.9,3,1.4,1,3.7,3,,23.0,5,4,1.0,2,3,0
1112,10,Female,8.9,4,1.8,1,6.5,2,2.9,31.0,5,5,4.0,2,2,0
1113,11,Male,6.8,3,3.2,3,1.5,1,5.3,24.0,4,3,4.0,2,4,1
1114,12,Male,8.7,5,3.4,2,3.2,2,2.2,60.0,3,1,5.0,1,4,1
1115,12,Female,7.0,3,5.3,2,12.2,3,4.3,33.0,4,4,5.0,3,4,1
1116,9,Male,7.1,4,2.4,1,0.0,0,3.0,19.0,5,2,4.0,2,2,0
1117,9,Female,7.7,4,3.2,4,5.3,3,4.5,,4,5,3.0,2,3,0
1118,12,Male,4.6,4,2.1,3,1.3,2,3.4,25.0,4,3,5.0,2,4,1
1119,10,Female,7.8,5,2.9,3,3.0,4,4.4,23.0,4,3,2.0,2,3,0
1120,12,Female,7.3,4,2.5,3,5.2,3,4.0,26.0,3,5,1.0,3,4,1
1121,11,Female,8.6,4,3.2,2,2.0,3,3.9,15.0,5,4,5.0,3,1,0
1122,9,Female,6.1,4,2.7,1,8.3,3,,25.0,2,4,4.0,3,3,0
1123,12,Female,8.7,4,3.2,4,11.4,5,4.6,14.0,4,4,1.0,3,4,1
1124,9,Female,9.1,5,4.4,1,9.4,4,2.9,2.0,3,4,2.0,2,2,0
1125,10,Female,9.3,4,3.8,0,10.1,2,3.6,39.0,3,5,4.0,3,3,0
1126,11,Female,7.6,3,4.0,2,0.5,7,1.2,14.0,4,3,2.0,3,3,0
1127,10,Male,9.1,4,3.2,0,5.0,3,1.4,24.0,2,4,2.0,2,4,1
1128,11,Female,6.1,2,4.6,2,7.9,4,4.5,11.0,5,3,5.0,4,4,1
1129,11,Male,8.5,4,1.4,3,9.5,1,5.9,11.0,2,3,5.0,3,3,0
1130,12,Male,6.6,3,4.6,1,13.0,3,5.7,6.0,3,4,,3,5,1
1131,12,Female,5.6,4,2.2,1,10.3,0,5.6,36.0,3,2,3.0,3,5,1
1132,10,Male,6.7,2,1.8,1,9.6,2,3.3,40.0,4,5,4.0,2,4,1
1133,9,Female,8.2,4,2.6,1,16.5,0,2.1,22.0,5,3,3.0,1,3,0
1134,11,Female,6.8,4,4.0,2,6.4,2,5.2,14.0,4,3,1.0,4,5,1
1135,12,Male,7.9,2,2.0,2,4.8,3,5.2,2.0,5,4,1.0,2,3,0
1136,10,Male,6.0,5,1.9,1,6.7,3,5.5,34.0,3,4,3.0,4,4,1
1137,10,Male,5.6,3,2.5,1,2.3,2,8.2,12.0,4,5,4.0,3,3,0
1138,10,Female,9.5,4,2.2,2,6.3,3,2.0,5.0,3,3,3.0,3,2,0
1139,9,Male,9.2,4,2.9,2,0.0,4,3.6,22.0,4,3,4.0,3,2,0
1140,11,Female,6.5,4,6.2,2,3.9,1,2.2,17.0,5,4,4.0,4,3,0
1141,10,Female,7.9,4,2.8,3,5.5,4,4.4,2.0,2,3,5.0,3,3,0
1142,12,Female,8.6,5,2.5,2,9.8,2,6.0,2.0,5,4,3.0,1,2,0
1143,12,Nonbinary,7.9,4,1.9,6,10.4,1,2.4,27.0,3,3,3.0,3,3,0
1144,12,Female,7.6,5,2.9,4,2.1,1,,12.0,2,2,3.0,2,5,1
1145,10,Male,9.2,4,1.5,0,14.3,2,5.6,30.0,3,4,3.0,2,3,0
1146,10,Male,7.1,5,2.9,1,6.6,3,3.4,24.0,4,5,2.0,2,2,0
1147,11,Male,7.7,4,3.3,1,7.0,0,4.9,38.0,3,4,4.0,2,3,0
1148,12,Male,7.4,2,2.7,6,0.0,0,6.9,10.0,2,4,3.0,4,5,1
1149,10,Male,7.6,5,4.4,1,3.5,3,4.6,25.0,4,4,3.0,3,3,0
1150,12,Female,7.0,3,2.5,1,10.2,6,5.9,32.0,3,3,3.0,3,4,1
1151,9,Female,8.3,5,1.9,2,6.7,5,,13.0,4,5,2.0,3,2,0
1152,12,Male,7.5,4,3.8,2,6.4,3,5.3,39.0,3,4,3.0,3,3,0
1153,9,Female,7.0,4,2.9,1,6.9,2,5.4,2.0,5,2,4.0,4,2,0
1154,9,Female,9.1,3,3.3,1,0.2,2,1.2,10.0,4,5,2.0,2,2,0
1155,11,Female,6.6,4,3.2,1,5.6,1,3.3,2.0,4,5,4.0,3,2,0
1156,9,Female,8.0,3,3.1,5,11.6,2,5.0,11.0,4,4,3.0,4,3,0
1157,9,Female,7.9,5,1.3,0,10.3,1,3.6,20.0,2,1,2.0,3,4,1
1158,9,Female,8.6,4,2.9,1,5.5,0,5.4,34.0,3,4,5.0,2,2,0
1159,10,Male,5.6,4,3.3,2,12.3,1,5.9,20.0,5,5,3.0,2,4,1
1160,12,Female,8.4,2,4.7,2,1.0,3,3.9,13.0,3,4,4.0,2,4,1
1161,9,Nonbinary,7.5,3,0.3,2,2.1,3,4.0,2.0,4,4,4.0,2,3,0
1162,11,Male,9.0,4,1.9,0,13.5,0,3.9,4.0,3,5,2.0,2,3,0
1163,12,Female,6.9,4,4.0,0,8.3,6,5.9,27.0,5,4,3.0,2,4,1
1164,9,Male,8.1,4,0.0,0,4.8,0,4.8,35.0,3,5,4.0,1,2,0
1165,9,Male,10.3,4,2.5,0,5.8,0,1.9,16.0,2,4,5.0,2,2,0
1166,12,Male,7.1,3,4.3,2,2.8,3,6.5,40.0,5,4,3.0,3,3,0
1167,12,Female,8.8,5,2.6,7,7.1,3,4.6,8.0,2,5,3.0,4,3,0
1168,11,Female,7.7,2,2.4,1,6.8,0,4.8,16.0,4,3,5.0,3,4,1
1169,12,Female,7.9,4,2.1,0,6.1,3,4.2,17.0,3,3,3.0,4,3,0
1170,9,Male,8.3,3,1.5,1,1.4,1,4.6,45.0,3,4,4.0,3,2,0
1171,10,Nonbinary,8.9,3,1.9,0,7.1,1,0.5,24.0,3,4,3.0,2,2,0
1172,11,Male,6.9,4,2.1,0,3.9,1,5.0,2.0,3,5,3.0,2,3,0
1173,9,Male,7.1,4,1.3,2,2.1,3,7.2,36.0,5,5,2.0,2,2,0
1174,11,Nonbinary,7.0,4,2.5,1,11.1,4,5.0,50.0,2,4,3.0,2,4,1
1175,10,Male,8.1,4,2.1,2,14.7,2,4.1,18.0,5,4,3.0,2,4,1
1176,11,Female,7.5,4,4.7,0,13.8,3,3.3,9.0,5,3,4.0,3,3,0
1177,10,Male,8.7,5,2.0,1,8.6,3,4.4,35.0,4,4,3.0,3,2,0
1178,10,Female,9.4,4,2.7,3,4.9,1,2.8,51.0,4,2,4.0,2,3,0
